gene_symbol,read_count_CGctx1,read_count_CGctx2,read_count_CGctx3,read_count_CGhp1,read_count_CGhp2,read_count_CGhp3,read_count_PGctx1,read_count_PGctx2,read_count_PGctx3,read_count_PGhp1,read_count_PGhp2,read_count_PGhp3
Ripk2,129.99,124.95,127,121.95,106.99,139.97,112.93,113.98,110.97,115.12,109.99,127.99
Ern1,140,128,145.06,146,138.93,146,154.99,182.53,152.97,132.94,146,134
Cct2,10277.62,10044.69,10069.16,10132.31,10210.29,9907.17,9834.49,10101.39,9820.09,9846.92,9857.33,9895.03
Zfp62,2070.95,2083.83,1800.05,1924.22,1921.47,1957.62,2038.46,2127.66,2159.83,2029.13,1774.81,1851.39
Nsmce2,1144.64,1163.98,1125.13,1076.28,1056.82,1118.9,1150.58,1110.89,1064.04,1211.15,1100.2,1194.5
Clhc1,0,2,3,6,7,2,2,0,2,7,1,2
Camta1,770.04,765.64,632.45,759.54,732.02,782.67,765.76,798.97,843.48,707.47,705.31,675.33
Gpr155,585.81,594.08,503.62,617.43,621.45,618.28,565.96,574.6,643.32,678.8,576.5,584.21
Pgbd5,228.96,197.99,234.97,227.98,287.18,245.98,164.82,158,158.99,268.87,280.83,289.46
Tex101,0,0,0,0,0,0,0,1,0,0,0,0
Klra17,0,0,0,0,0,0,0,0,0,0,0,1
Cebpd,35.32,36.12,25.58,18.78,22.34,34.04,29.05,20.62,28.64,32.54,37.76,33.77
Tmem94,1522.83,1524.89,1776.39,1537.48,1522.62,1600.81,1710.05,1611.53,1646.99,1608.38,1704.42,1577.66
Rbm15b,1632.97,1544,1665.21,1524.54,1565.81,1596.61,1540.97,1542.34,1577.11,1556.55,1672.64,1580.32
Agbl2,4,3,3,1.94,1,3,0,0,2,1.99,2,1
Serpina11,0,1,0,0,0,0,0,0,0,0,0,0
Efhd2,285.95,318.84,269.96,169.82,190.86,170.94,245.94,240.71,219.2,97.85,113.99,83
Poldip3,2190.63,2059.06,2109.41,2064.63,2097.91,1955.08,2140.32,2135.19,2185.95,2085.64,2234.75,2192.7
Cpt2,253.97,263.64,254.98,247.68,292.94,249.64,252.94,313.93,283.98,257.94,268,264.85
Tns2,32,38.9,50.98,53.99,60,47,65.97,59,67.9,52.99,47.99,65.17
Wdr34,249.07,252.17,277.57,226.21,219.9,230.51,245.81,274.07,264.76,243.9,253.17,230.99
Pstpip2,2353.3,2474.99,2384.41,3090.09,3125.83,3071.74,2436.42,2388.22,2461.99,2975.41,2929.51,2918.98
Rbfox2,1603.65,1593.21,1641.88,1635.86,1608.69,1587.68,1734.83,1688.15,1634.67,1686.37,1715.9,1763.27
Slc34a3,0,0,0,0,0,1,0,0,0,0,1,0
Cacna1g,55.96,55.96,59.98,34,40,32.19,47.99,55.75,55,48.74,49.89,64.99
Nifk,1564.62,1644.98,1586.08,1590.34,1598.81,1611.99,1551.19,1481.43,1418.49,1637.95,1659.81,1751.83
Slc46a1,194.93,179,206.96,195.34,194,158.71,213.53,217.99,193.53,178.96,177.08,214
Zyx,1402.83,1442.38,1593.67,1388.27,1369.23,1304.22,1230.57,1257.46,1237.73,1273.69,1315.66,1375.86
Tsga10,112.02,126.41,113.43,84.42,91.86,117.68,107.76,122.92,121.24,91.07,97.18,79.06
Dop1a,1140.14,1192.19,1169.65,1196.37,1167.01,1306.45,1192.1,1223.02,1202.19,1241.26,1210.73,1131.67
Zdhhc8,1184.38,1096.82,1357.82,1224.28,1236.7,1139.71,1084.65,1109.52,987.62,1077.91,1240.05,1238.92
Mpped1,7,5,9,4,4,2,9,4.18,3,6,2,4
Dmp1,2,2,3,0,2,0,1.98,2,0,0,0,0
Stk32b,135.37,117,142.01,172.97,174.95,200.86,125.86,154.95,116.01,208.98,228.12,221.34
Syn1,868.33,867.97,955.88,793.85,929.99,880.98,976.59,917.82,865.89,958.86,929.77,951.22
Tmem81,62.99,58,65,64.09,51,59,57.99,56.99,74.02,68.97,65.8,65
Ssr2,2537.83,2510.58,2622.14,2489.35,2712.37,2427.41,2453.48,2449.15,2405.33,2545.35,2683.71,2707.67
Iqcf1,0,1,0,0,0,0,0,0,0,0,0,0
Echs1,1028.9,1053.78,1045.1,1034.98,982.54,980.79,1148.92,1035.02,1110.97,1044.95,1030.59,1053.79
Pcgf2,577.7,538.99,677.74,617.68,594.44,604.98,672.46,613.1,664.16,566.93,633.99,540.11
Jph1,97.35,94.99,83.75,107.97,115.96,135.96,111.97,102.97,88.83,122.97,116.99,95.74
Apoe,4181.26,3860.76,3964.65,3188.72,2597.89,2633.36,5390.24,5325.52,5405.49,1644.77,1659.05,1449.08
Cep97,732.41,734.71,646.04,752.08,636.69,696.34,750.65,775.57,768.59,677.24,620.52,634.17
Rspo2,0,3,0,1,1,5,4,3,0,0,0,1
Farp2,170.25,135.5,154.2,168.38,164.94,149.04,193.94,174.39,185.97,173.52,158.28,174.37
BC049352,0,2,2,1.99,1,0,0,0,0,1,2,0
Rps28,2604.07,2290.12,3547.23,2743.82,2053.44,2425.63,2997.21,2696.03,2618.79,2392.9,2272.02,2232.45
Sf3a2,1436.77,1387.91,1541.61,1355.1,1374.22,1448.25,1421.4,1278.71,1235.71,1394.95,1430.6,1470.69
Casp1,30,35,15.98,19.99,19.99,13,20,27,26.99,7,8,8
Cthrc1,51.11,58,45,62.98,60,47,63.8,70.99,82.2,68,66,61.27
Spg21,844.25,833.06,810.57,896.92,876.27,865.88,909.3,933.95,855.62,888.8,921.5,965.31
Ubr4,4104.05,4092.47,4689.89,4145.78,4319.58,4298.36,4210.5,4230.52,4105.06,4092.9,4357.94,4087.03
Lxn,135.73,131.96,97.99,104.72,111,109.98,103.98,118.9,104.79,125.97,106,127
Tfam,1299.87,1290.35,1179.29,1294.9,1314.22,1246.31,1249.04,1262.26,1220.93,1264.8,1235.55,1348.9
Ilf3,6316.6,6355.8,6621.73,6094.55,6394.57,6340.25,6175.36,6044.86,6222.97,6309.1,6787.63,6571.46
Asap2,1155.88,1112.51,1164.83,1133.23,1172.33,1107.69,1244.86,1196.73,1247.15,1117.45,1051.32,1144.38
Srebf2,8539.98,8546.73,9218.75,8678.69,8980.65,8426.15,8216.81,8182.21,7809.7,8799.64,9422.2,9270.99
Fem1c,718.4,716.14,613.76,638.94,667.51,687.75,675.05,658.82,702.93,666.98,667.07,676.36
Slc4a1ap,899.76,909.71,853.32,837.52,858.77,901.48,878.95,905.48,949.25,884.23,902.29,849.39
Myh7b,10,9,6,11.94,11,12,6,4.99,6,5.59,7,11
Eng,25,13.99,23,13,14,7,20.98,25,21.05,10,13,14
Gp9,1,0,0,0,0,0,0,0,0,0,0,0
Ggt6,1,0,0,1,0,0,1,0,0,0,1,0
Cend1,506.87,463.94,566.58,457.6,450.65,465.97,589.83,590.72,483.83,522.75,558.13,535.01
Jkamp,801.5,797.65,743.25,736.97,746.76,706.93,810.35,811.19,822.76,800.81,762.38,709.21
Lcor,515.81,607.17,566.92,638.12,616.51,634.61,651.11,590.9,604.97,578.43,569.78,555.87
Acod1,17,7,12,13.96,11,15,5,9,15,20,8,8
Aqp3,0,0,0,1.26,0,0,1.01,2.4,0,0,2.79,2
Pde5a,95.6,93.45,70.6,76.95,93.91,90.71,69.12,77.41,80.47,70.31,80.04,68.34
Rad54l,1365.01,1470.19,1622.18,1462.19,1519.79,1462.26,1354.39,1433.94,1416.41,1568.27,1616.61,1584.25
Depdc7,39.87,58.05,57,47,38.71,47,31.97,26,23,38.99,25,36
Ica1,678.91,638.61,601.36,671.54,677.53,666.89,704.28,639.14,658.76,755.98,691.35,686.85
1810009A15Rik,577,659.87,704.24,537.72,531,541,563.97,495.95,535.99,570.81,610.04,530.78
Phf11a,0.36,3.04,0,5.87,4.19,3.21,0,0,0,1.06,0,0
Sertm1,99.92,105.89,102.39,137.88,122.64,141.92,90.02,80.98,89.84,144.94,150.26,143.99
Smarce1,4314.79,4120.72,4167.4,4112.98,4169.51,4072.77,4284.65,4226.35,4244.71,4036.87,4082.05,4151.29
Cmtm5,743.04,767.73,868.41,728.74,739.1,781.94,741.29,709.57,689.89,729.94,768.83,818.72
Car9,3.48,1.01,3,2.49,0.98,0,3.02,1.81,3.09,2.01,2,2.99
Rtl3,1,2,1,1,0,0,0,0,0,0,0,0
Heatr3,2341.99,2414.53,2167.8,2371.36,2442.11,2310.68,2152.76,2214.68,2183.65,2355.72,2284.98,2395.55
Patl2,0,0,0,0,0,0,1,0,0,0,0,0
Adam5,9.79,5,12,8,14.81,8,10,12.99,6,5,11,9.99
D830031N03Rik,351.62,382.06,370.74,326.21,344.98,372.11,326.96,331.9,338.52,367.89,377.82,337.15
Tnks2,6325.72,6368.4,5427.88,6297.22,6565.91,6431.03,6231.33,6256.82,6325.51,6084.86,5599.05,5843.61
Kif1a,13730.93,13782.3,15307.74,14252.65,14810.99,14449.59,13924.42,14079.71,13908.97,14589.16,15413.62,15137.36
Marveld2,5,1,3,3,1,0,4,1,1,3.98,3,0
Stt3a,3034.6,3047.12,2884.79,3129.1,3209.04,3116.2,2704.79,2888.69,2820.16,2962.21,3012.98,3024.88
Pacs1,880.97,961.04,951.24,918.5,943.56,942.84,995.08,935.98,895.27,966.87,1037.72,1013.26
Lipc,1,0,1,0,1,0,1,0,0,0,0,0
Cd2ap,938.07,962.35,790.32,998.09,897.34,1025.87,902.64,947.11,925.67,932.3,821.4,838.99
Thap12,3460.58,3453.5,3109.89,3412.4,3530.18,3547.27,3368,3325.28,3264.66,3512.42,3281.82,3460.7
Zc3h4,2817.51,2911.4,2998.31,2979.35,2904.64,2908.49,3038.2,2889.88,3018.1,2882.75,2935.54,2787.74
Ch25h,1,1,0,0,0,0,2,2,5,2,1,0
Lrrc20,437.94,332.91,378.35,321.01,361.44,369.12,340.55,355.58,362,381.8,376.55,383.39
Tab2,2568.72,2636.33,2544.2,2595.82,2658.79,2626.69,2692.57,2654.92,2675.97,2488.09,2532.33,2499.84
Rnf44,2846.31,2723.81,3024.32,2896.38,2904.56,2900.13,2790.8,2783.46,2652.63,2859.97,2939.1,2923.99
Synm,104.92,117.97,98.88,141.95,149.98,138.99,90,97.93,91.49,109.99,127.99,120.91
Sec62,2985.71,3001.5,2511.36,2868.75,2831.89,2982.51,2976.99,2998.25,2891.92,2948.31,2669.43,2759.8
Acap3,3826.8,3800.12,4464.03,3727.15,3905.79,3822.93,4258.37,4397.22,4269.23,4035.13,4355.46,4408.52
Lrrc8d,1460.97,1410.18,1493.17,1451.58,1633.87,1511.28,1542.39,1446.42,1466.66,1555.25,1526.98,1566.13
Ctdp1,860.83,938.74,888.31,954.78,988.96,924.87,822.39,776.94,794.32,939.87,958.46,974.19
Nr3c1,1299.47,1355.8,1113.74,1491.82,1476.15,1466.6,1351.98,1313.26,1329.7,1423.07,1242.83,1288.87
Grid2,457.04,447.94,468.97,468.62,500.17,492.78,507.16,475.36,478.75,505.94,501.25,481.22
Sec16a,2169.17,2067.82,2198.45,2084.17,2166.22,2194,2193.36,2211.01,2195.48,2124.77,2192.52,2054.04
Cisd3,164,134.98,149.34,126.95,134,129,143,124,122.98,123.91,150,128.59
Ppm1e,1670.42,1733.62,1532.6,1503.73,1476.01,1564.47,1757.18,1767.01,1760.1,1585.74,1466.89,1469.65
Dmtf1,1760.07,1861.41,1771.86,1846.19,1854.84,1758.63,1836.95,1816.91,1968.31,1777.61,1785.2,1814.66
Tpm3,6157.04,6062.25,5898.01,6122.42,5922.36,5983.09,5499.14,5649.61,5409.84,6020.79,5649.63,5642.06
Gigyf2,2197.78,2217.54,2327.32,2284.6,2147.58,2184.12,2320.58,2399.86,2421.67,2207.43,2348.51,2466.4
Trps1,1331.86,1466.49,1208.05,1297.89,1363.35,1284.84,1324.35,1378.97,1429.99,1355.82,1188.51,1258.99
Slc4a4,176.57,202.59,167.99,133.9,154.19,146.11,148.15,159.6,171.58,159.87,130.71,154.93
Cers6,531.84,477.2,490.92,477.62,517.67,511.76,454.1,415.65,478.1,487.7,458.23,410.18
Lrrn1,3413.12,3430.65,3318.63,3094.87,3207.24,3018.75,5017.75,4816.74,4991.78,3326.16,3165.33,3236.5
Ahcyl1,5223.5,5243.22,4763.9,5169.12,5094.77,5118.01,5165.32,5184.34,5238.32,5110.67,4767.59,4704.98
Slitrk1,808.77,805.96,808.88,721.45,744.54,757.03,907.71,938.78,933.88,776.5,825.18,865.16
Ino80e,1072.74,1124.1,1161.81,1105.71,1175.77,1089.56,1031.09,963.02,1024.15,1102.23,1172.47,1236.23
Casq2,0,0,2,0,0,0,0,0,0,0,0,0
Tprn,193,205.48,227.74,216.99,225.35,210.98,195.98,197,198.91,238.99,275.99,253
Fam189a1,128.64,121.99,131.9,113,156.02,127.99,112.94,124.98,93.92,128,145,157.42
Slc49a4,741.52,796.44,715.64,762.69,716.01,735.21,770.76,774.81,759.17,761.63,801.13,762.31
Txndc15,1177.57,1162.32,1092.99,1205.2,1127.56,1186.7,1096.05,1169.93,1144.71,1129.04,1142.96,1140.96
Nucb2,162.98,186.2,186.96,123.96,143.93,149.36,166.19,155.62,145.24,140.04,147.11,165
Echdc3,0,0,1,0,1,0,1,1,1,0,0,1
Lactb2,261.21,258.93,211.28,259.67,239.42,242.54,225.47,276.51,246.08,252.88,220.93,197.77
Cpne1,1309.93,1238,1205.69,1241.32,1270.8,1319.32,1276.67,1282.71,1327.86,1213.26,1238.61,1219.76
Aqp7,2.38,6.56,2.41,5.12,4.73,4.8,5.56,1.38,7.15,8.16,7.07,4.87
Morn2,82.81,103.56,82.56,85.09,67.5,71.21,109.69,103.84,102.9,64.52,94.13,87.99
Phlda2,0,0,0,0,1,0,0,0,0,0,0,0
Pigg,331.94,343.66,308.97,320.4,323.9,338.67,360.81,356.97,366.98,338.86,322.91,313.96
Tuft1,41,41.48,34,36,56,39.63,52,47,36.99,44.99,59.71,44
LOC101056144,27.68,15.19,0,9.5,12.13,0,0,41.12,36.36,19.13,20.31,0
Sycp2l,0,0,0,0,0,0,0,0,1,0,0,0
Rgs3,201,230.98,201.99,213.2,235.35,235.07,203.08,172.99,176.58,217.21,252.99,218.69
Vps39,1241.81,1362.83,1406.67,1240.18,1361.48,1329.37,1437.07,1418.79,1359.82,1326.19,1380.98,1314.36
Pole2,521.93,535.95,448.75,464.98,508.68,466.95,399.58,425.98,413.99,545.05,456.19,499.99
Akt1s1,1830.28,1794.46,2062.22,1936.44,1925.24,1809.92,1880.81,1848.38,1757.41,1769.35,2060.1,2073.54
Msrb2,146.99,131,157,137,127.98,126.76,182.94,185.99,161.99,160,153,151
Ackr3,221.97,226.73,245.96,245.88,267.99,212.99,281.98,286.69,275.96,214,235.88,252.96
Rnf135,35,43,34.99,41.99,34,38.98,36,46,44,48,51,38
BC030500,14,12.91,13,25.7,17.92,14,10.06,6,10.97,16.88,17.86,20
Tmem131,4070.5,4156.76,4180.68,4180.28,4434.12,4238.72,4228.1,4141.23,4059.07,4252.24,4182.23,4147.53
Coq2,862.93,794.9,808.18,765.72,794.93,768.94,782.79,776.33,736.87,749.99,788.72,787.99
Ikzf4,123.08,129.22,169.03,125.59,162.78,159,143.42,134.2,143.37,146.36,171.71,147.24
Ccdc180,3,2,5.01,6,2,4,0,2,1,4,3,2
Prkar1b,427.86,467.5,444.41,396.89,410.99,435.18,408.19,397.79,419.01,478.55,527.48,531.3
Hbb-b2,0,0,0,1.33,0,0,0,0,0,0,0,0
LOC115489304,118.5,136.85,155.69,101.15,131.72,120.17,119.07,81.44,93.37,107.93,115.29,117.85
Dscaml1,1331.88,1319.84,1622.89,1467.28,1523.72,1572.64,1750.68,1706.39,1795.17,1448.25,1624.53,1660.68
Tnfrsf4,12,17,17,16,10,19,13,10,20,17,14.81,14.96
Gm5346,0,0,1,0,0,0,0,0,0,0,0,0
Mios,982.07,977.69,863.62,990.26,1010.5,998.65,995.23,1017.2,1009.71,1060.97,903.85,1007
Nudcd2,1921.93,1874.29,1683.88,1965.23,1848.85,1921.8,1824.42,1920.87,1868.98,1878.9,1706.57,1760.35
Ier5l,223,193.95,193.92,194.93,187.99,178,142.58,122,108.92,165.06,192.96,169.99
Vps16,1810.08,1764.72,1935.49,1766.84,1758.73,1799.11,1800.68,1729.82,1746.84,1731.44,1865.2,1874.9
Sult1a1,27.55,26.37,27.72,28.52,25.67,32.89,25,10.52,22.99,39.43,23.4,31.4
Bloc1s2,997.95,981.58,950.31,951.57,938.73,988.79,984.73,1036.78,982.76,1019.53,1032.73,1035.22
Lbhd1,0,1.77,0,0,0,0,0,0,0,0,0,0
Cdc20b,0,0,0,0,0,0,0,1.87,0.91,0,0,0
Edar,10.99,10.66,6,3,2.47,4,3,4,2,3.99,5,3
Mtnr1a,0,0,0,0,0,0,0,0,1,0,0,0
Jdp2,165,181.06,187.11,170.92,214.17,202.81,145.64,165.02,160.46,200.99,196.55,198.98
Vmn1r48,0,0,0,0,0.63,0,0,0,0,0,0,0
Icmt,867.69,870.16,961.99,842.98,841.96,796.67,851.78,827.5,845.21,814.75,928.97,906.34
Rbmxl1,3794.4,3753.09,3755.01,3787.5,3575.34,3632.52,3476.2,3262.11,3371.78,3764.74,3634.76,3863.16
Vxn,14231.26,14420.81,12935.17,16593.49,17203.07,16661.91,13945.17,14011.03,13719.24,16658.55,15529.95,16377.47
Sco1,476.74,459.93,402.05,460.85,450.25,417.44,383.36,429.36,418.58,464.09,432.81,423.67
Psmd2,10107.12,9978.49,10896.8,10059.32,10314.41,10060.93,9744.33,9840.25,9761.13,10000.26,10760.25,10702.9
Alg5,508.43,502.05,537.99,554.88,468.99,490.4,503.41,504.94,469.53,546,480,541.49
Gna14,2.99,8,6,1,4.99,2.87,0,2,5,2,2,0
Ccnb1ip1,1,0,1,0,0,0,0,0,0,2,0,0
Rtl6,644.54,577.74,680.49,596.26,576.5,556.98,657.13,652.54,657.73,579.43,656.7,663.81
Fam243,0,0,0,0,0,1,0,0,0,0,0,0
Prn,0,0,0,0,0,0,10.27,0,0,0,2.05,0
Auh,343.55,279,314.9,290.13,260,272.41,341.83,332.83,336.78,268.56,275.96,278.74
Klhl2,1125.72,1196.66,1123.93,1332.06,1211.16,1331.55,1109.27,1111.88,1085.86,1210.32,1175.25,1208.74
Sema5b,1806.44,1876.45,2058.76,1746.32,1834.95,1783.04,2118.4,1996.42,2114.14,2029.8,2123.61,2028.3
Pctp,39.24,51.1,59.39,39.03,37.61,34.83,57.31,47.41,47.84,39.51,37.43,35.65
Pla2g4e,1,0,0,0,0,1,1,0,0,1,2,1
Mxra7,256.63,261.95,256.03,260.35,278.79,262.05,266.4,248.18,234.97,308.98,266.48,311.68
BC034090,24,33,29.64,16.99,13,13,16.98,26,16,25,27.99,20
Tyw3,231.97,243.99,261.57,228.48,237.48,247.57,262.82,248.99,237.89,233.51,212.58,248.9
Mroh3,68.08,47,84.28,100.19,72.58,87,103.99,80.62,97.61,87.98,92.92,71.97
Bmp6,4.99,1,1,3,0.99,0,0,0,1,5,3,11
Tmem184a,0,1,1,0,0,0,1,0,1,1,0,1
Pard6b,42.95,29,16,23,32.09,22,28,33.21,33,24.74,21,35.98
Gm8050,0,0,4.62,8.99,1.73,0,0,5.29,6.59,0,0,0
Cenpi,1054.93,1106.91,934.63,1095.72,1141.26,1082.16,984.58,997.96,1001.72,1095.95,1093.36,1028.01
Ecel1,4.54,4,2,6.96,22.99,14.99,5,4,3,28,27,43
Mzt2,372,389.97,386.16,403.81,396.99,376.99,395.22,400.12,399.79,416.99,402.1,361.95
Zfp280d,996.28,974.89,857.61,970.12,971.05,966.46,974.6,1061.98,1023,980.89,840.96,940.86
Cbfa2t3,5.04,3.93,2,6,12.99,12,4,2.98,5,5,0,3
Slc12a4,1598.59,1564.44,1841.05,1675.26,1740.86,1762.99,1516.73,1585.72,1473.37,1646.16,1979.97,1816.94
Slc6a19,3,0,1,2,3,4,2,0,3,0,5,1
Cip2a,3788.8,3852.9,3348.14,3941.89,3985.75,4027.46,3395.01,3405.57,3519.23,3683.2,3405.84,3517.58
Snx6,1413.16,1465.49,1215.32,1312.13,1332.6,1344.39,1401.76,1321.64,1344.21,1377.81,1326.65,1303.71
Ndufa8,1462.71,1387,1669.75,1446.95,1265,1380.9,1467.4,1434.87,1379.74,1445.64,1490.13,1503.84
Zfp982,7.75,7.2,2.15,3.77,3.64,9.8,3.96,8.92,3.21,7.53,8.47,3
Nprl2,369.93,394.07,445.3,391.11,407.77,366.87,429.91,393.75,429.93,371.99,427.29,390.98
Washc5,2454.05,2552.39,2490.54,2530.87,2644.22,2576.16,2448.21,2566.69,2454.38,2588.22,2758.83,2716.62
Ddx19b,1131.45,1089.26,1141.45,1077.13,1065.33,1052.57,1152.51,1091.99,1138.37,1100.61,1105.32,1064.63
Fgfr1op2,1705.79,1766.84,1561.1,1685.13,1742.6,1699.38,1639.39,1657.03,1719.27,1638.79,1582.67,1549.3
Mbtps1,3023.12,3029.9,3446.97,3198.91,3241.23,3177.03,3291.16,3203.25,3180.16,3037.27,3383.57,3298.94
Ms4a6c,65.98,85.78,48.65,61.43,56.28,41.81,87.49,99.05,82.7,37.15,19.85,16.68
Anapc15,823.04,819,864.61,885.67,841.36,809.86,921.57,840.74,860,849.05,853.17,950.79
Mageb16,0,0,0,0,0,1,0,0,1,0,0,0
Ube2ql1,321.94,290.99,296.54,306.96,283.99,284.59,236.84,282.96,257.99,308.83,321.81,269.95
Ubiad1,442.98,430.95,432.66,484.9,470.88,463.6,465.6,550.93,511.05,459.76,493.65,520.96
C2cd4b,5,4,2,1.78,0.99,3,2,2,2,1,2,5
Bag3,51,50,45,62.86,61,62,39,45.98,32.37,64,67,58.92
Ptges,31.01,24.94,24.38,38.02,34.71,29.24,31.93,26.91,22.48,31.22,35.09,38.76
Gm10778,150.99,170.22,140.94,111.77,142.29,134.78,134.22,147.63,140.43,147.27,140.54,123.89
Slc9a2,8.99,5,7,8,10.92,12,5.99,5,6,11,12,3
Pomc,20,26,22,11,12,17.98,15,11.99,15.89,19,15,12
Pfkm,1967.91,1960.85,2075.89,1911.17,1932.05,1788.92,2081.26,2024.75,1965.23,1991.98,2022.95,2155.65
N4bp2l2,2226.29,2222.28,1978.77,2163.43,2161.79,2303.1,2212.13,2190.48,2302.9,2200.06,2137.68,2082.22
Tfrc,2318.33,2287.16,2053.7,2372.37,2412.26,2361.98,2024.61,1995.93,2044.15,2185.97,2004.2,2127.52
Kcnj1,0,0.85,0,1,0,0,0,0,0,0,0,0
Tspan11,14,21,9,10,9,9,18.94,18,17.98,16.99,8.96,8.88
Larp6,86,65,59.37,53.99,64,51.99,51,45,64.89,44,66.94,60.99
Pate9,0,0,0,0,0,1.14,0,0,0,0.6,0,0
Itga2,13.94,10,9,5,8.39,8,11.23,8,12,13.72,11,9.92
L3mbtl3,568.59,566.46,499.53,494.88,557.93,487.34,503.27,566.92,530.57,515.83,499.92,508.56
Aff1,443.66,452.78,429.21,388.81,416.96,439.65,483.98,425.21,476.93,377.13,432.48,363.99
Blcap,603.99,641.56,644.89,539.98,564.97,560.45,643.32,669.64,623.95,640.99,594.52,684.01
Faf1,1779.62,1779.81,1689.33,1755.85,1805.27,1756.22,1638.94,1689.13,1628.9,1683.33,1765.52,1831.53
Lgals4,14.96,14.93,14.76,9.43,20.91,9.75,13.51,18.79,11.34,20.94,19.27,8.49
Dlg1,1453.83,1509.8,1380.46,1651.58,1594.19,1634.82,1529.74,1537.27,1537.09,1599.39,1482.94,1476.21
Fhad1,1,0.99,1,0,0,0,0,0,1,1.72,3,1
Pla2g4a,61,62,45.99,57.98,61,54.85,65.8,70,71,49,52.99,35
Gm38529,25.26,25.24,27.34,24.19,19.17,32.25,23.25,24.24,23.22,24.2,32.37,25.23
Trim10,1,1,4,0,4,5,0,0,0,1,0,0
Ppp1r12b,1883.81,1947.27,1957.96,1911.37,1915.41,1990.97,1989.82,1981.8,2041.65,1810.63,1969.02,1964.54
Nkiras2,799.72,764.12,829.98,749.03,787.52,741.5,855.66,776.67,852.37,714.36,805.48,816.26
Rheb,1879.65,1862.36,1627.58,2021.7,1875.43,1842.01,1756.29,1801.97,1700.7,1842.75,1639.61,1683.75
Jakmip1,10,8,6,10.01,10.97,14.99,5.95,7.09,9.25,13,4,15.02
Dhx38,1728.08,1758.88,1869.58,1672.16,1633.8,1732.46,1820.81,1813.19,1733.77,1680.58,1755.74,1800.92
Gm33933,82.21,109.05,65.6,59.98,63.16,95.85,119.12,126.65,121.45,109.71,108.63,98.36
Islr,2.99,5,0,4,1,0,1,5,4,4,2,5
Mgrn1,1821.15,1750.77,1892.85,1756.74,1821.11,1722.93,1770.62,1812.99,1806.81,1789.84,1966.68,1897.61
Prpsap2,1330.63,1270.98,1314.73,1237.94,1217.99,1286.96,1384.54,1407.6,1367.29,1319.28,1283.19,1372.92
Efnb1,353.05,296.22,334.99,277.96,253,271.93,275.98,299,321.98,306.57,280.01,299
Hibadh,1131.15,1147.54,1036.85,1082.99,1066.57,1097.64,1161.75,1203.09,1150.84,1043.11,1039.92,1021.57
LOC115489454,0,0,0,0,0,0,0,0,6.87,0,0,0
H2ac10,0,7.05,0,0,0,3.04,0,0.9,0,2.22,2.78,0.83
Pccb,1078.42,1012.6,1119.37,1077.91,1055.17,1119.88,1129.97,1154.22,1198.91,1106.77,1136.23,1177.96
Tmem230,477.98,500.7,466.13,511.41,528.05,474.49,561.16,589.06,512.4,465.15,444.75,490.98
Tmem134,503.06,548.62,546,553.95,497.99,495.02,565.63,570.43,555.99,512.96,592.68,610.59
Etv1,4464.33,4240.22,3780.58,4149.8,4269.61,4279.45,4303.72,4242.58,4207.02,4220.28,3803.19,4014.32
Tchp,411.83,367.36,451.75,415.97,358.88,389.99,383.67,411.47,410.16,398.74,391,412.24
Txlna,2966.64,2908.83,3112.44,2944.21,3038.85,3020.3,2943.78,2823.39,2888.98,3109.49,3112.87,3128.45
Vhl,1354.95,1377.82,1291.31,1345.83,1361.95,1303.64,1413.97,1409.93,1397.21,1355.71,1325.68,1388.68
Ifnar1,2001.99,1986.16,1826.33,1852.49,1854.44,1817.51,1944.99,1947.91,1959.33,1862.5,1911.76,1939
Rabgef1,496.92,509.96,478.93,513.67,532.95,522.96,489.83,487.93,506.97,526.94,481.07,504.99
Ube2d3,8143.55,8025.65,6923.34,8011.44,8226.72,8094.52,7656.44,7494.39,7906.8,7968.19,7248.13,7451.55
Cfap298,530.97,501.99,474.94,482,468.98,492.71,483.99,512.97,457.97,515,497.99,497.98
Gripap1,1338.08,1421.98,1527.57,1422.27,1363.22,1416.91,1493.12,1505.83,1417.65,1461.4,1458.18,1417.65
Llgl1,3120.4,3071.11,3612.05,3104.74,3103.86,3054.82,3267.97,3125.62,3093.93,2992.92,3269.33,3268.6
Dpm2,594.92,538,650,605,572.99,537.95,619.43,613.96,587.15,539.94,594.43,552.16
Prl3d1,0,0,0,0,0,0,1,0,0,0,1,0
Acaa1a,1065.51,1159.38,1205.78,1067.89,1081.91,1086.46,1325.4,1230.76,1275.29,1155.7,1231.52,1271.44
Maml1,769.96,748.78,777.95,753.99,770.78,762.73,735.93,730.86,746.39,711.6,739.42,751.37
Tmem79,35.51,38,51,43.99,37.99,36,48,46,51,39.99,44.99,29.6
Rdx,7354.01,7477,7009.09,7421.72,7492.43,7517.06,7019.44,7052.68,7120.52,7394.69,7112.06,7131.13
Polr2i,331.04,314.82,425.46,351.84,304.02,290.94,321.15,364.83,315.2,340.59,304.17,316.92
Slc25a26,140.45,107.44,126.44,118.21,130.06,134.75,136.88,150.51,120.06,105.59,134.12,151.35
H3c15,6.46,8.72,16.14,16.66,12.61,15.17,23.93,20.6,0,10.9,23.55,15.85
Slc16a11,3,4.49,8,9.96,8,5,6,2,8,8,8,6
Marcksl1,8040.34,7859.44,8546.37,7498.35,7594.59,7360.57,8550.88,8574.56,8300.64,7784.04,7980.04,8374.3
